2021-01-07 19:04:27,Prokuratura umorzyła #śledztwo dotyczące byłych szefów komisariatu w #Radom.iu. Miało nie dojść do… https://t.co/VDbw1i5Xp7
2021-01-07 18:35:15,"#kryminalnaPolska #AresztŚledczy #Polska #AŚ 
Największe Areszty Śledcze w Polsce:
1 AŚ #Warszawa-Białołęka
2 AŚ… https://t.co/NWC8AJQPC1"
2021-01-07 11:49:41,"VI edycja Nagrody Gombrowicza. Zgłoszenia do końca stycznia: https://t.co/kkpv87YDOK

#radom #radom24 https://t.co/IpPCbMbWrg"
2021-01-07 10:45:56,Onkolodzy z #Radom apelują: chorzy na raka powinni dołączyć do pierwszej grupy osób szczepionych przeciwko #COVID19… https://t.co/yxpdTSe7Ab
2021-01-07 10:20:00,Ponad 920 tysięcy złotych – o tyle spadły wpływy z opłat za postój w Strefie Płatnego Parkowania Niestrzeżonego w… https://t.co/a9TbIDcsXJ
2021-01-07 08:35:41,Ostatniej doby na #blogpiłkarskamafia najchętniej czytaliście: Komisja Dyscyplinarna PZPN bez odpowiedzi od Radomia… https://t.co/FutCjw0WIE
2021-01-07 08:26:15,"Nowy ambulans dla Radomskiej Stacji Pogotowia Ratunkowego: https://t.co/uskoJbE66O

#radom #radom24 https://t.co/gRZshsAwdf"
2021-01-07 08:11:45,"Mocna Rozmowa: Konrad Frysztak [WIDEO]

Gościem w programie ""Mocna Rozmowa"" w https://t.co/L4Rdtmrmct był… https://t.co/x3XizPTbaq"
2021-01-06 17:24:34,Starostwo Powiatowe w Radomiu zachęca do wzięcia udziału w konkursie „Rozświetlony Powiat”. Można zgłosić iluminacj… https://t.co/tml2FKeXPC
2021-01-06 14:58:23,Dwuminutowe nagranie ukazujące #Radom z czasów II wojny światowej zyskało kolor. Wszystko dzięki zaangażowaniu Łuka… https://t.co/Jtq3FlW8fn
2021-01-06 14:19:32,W poniedziałek @1910radomiak rozegra pierwszy mecz w ePucharze Polski. Klub będą reprezentowali Michał „RumcykPolan… https://t.co/EmdQQL0B9P
2021-01-06 13:47:43,"Olga Nawara wraz z zespołem zaśpiewała kolędę „Mędrcy świata, monarchowie” z okazji dzisiejszej uroczystości Objawi… https://t.co/gddqWawUX0"
2021-01-06 12:58:25,"Zamiast orszaku była szopka. Radomianie pokłonili się Jezusowi przy placu Corazziego.

https://t.co/3BxZxkjMYH

#TrzechKróli #Radom"
2021-01-06 10:10:06,10 nowocześnie wyposażonych #ambulansów marki #Volkswagen trafiło do 5 #mazowieckich stacji pogotowia ratunkowego w… https://t.co/tNl5G3fMAt
2021-01-06 09:14:06,"Czas na kolejne zdjęcie , dziś jest trzech króli ,a tu jeden król @MICHALESISZ #michallesisz #mojpokoj #mojdom… https://t.co/uKNLCftUWh"
2021-01-06 08:50:29,Ostatniej doby na #blogpiłkarskamafia najchętniej czytaliście: Komisja Dyscyplinarna PZPN bez odpowiedzi od Radomia… https://t.co/avxLBnDS4j
2021-01-05 22:44:35,"Pierwsze kroki w Radomiu były do @RadomskaKatedra , kolejne do Kurii Biskupiej i do @WSDRadom . Było również spotka… https://t.co/405Yq7omNi"
2021-01-05 20:45:45,Obraz Stanisława Lentza z początku XX wieku oraz XIX-wieczna srebrna cukiernica – to dwa cenne nabytki #Muzeum im.… https://t.co/vsFR217eA5
2021-01-05 13:33:51,"Nowy skład Rady Uczelni radomskiego Uniwersytetu: https://t.co/XKL43xpWmY

#radom #radom24 https://t.co/H8Xtpj0vXo"
2021-01-05 12:36:58,Istny cud w Radomiu 😅 #cud #uzdrowienie #Alkohol #radom #alkotwitter https://t.co/w8dJMaNr3E
2021-01-05 11:56:19,"Mocna Rozmowa: Marek Suski [WIDEO]

Gościem w programie ""Mocna Rozmowa"" w https://t.co/L4Rdtmrmct był @mareksuski,… https://t.co/0CUj98BKkI"
2021-01-05 11:04:24,#pomagamy  Samorząd województwa #Mazowsze kupił 10 nowych ambulansów dla stacji pogotowia ratunkowego w #Ostroleka… https://t.co/J2FRbqb9wX
2021-01-05 08:59:10,"Sprawdziliśmy jakie są plany @GDDKiA wobec regionu #radom.skiego na rok 2021.

https://t.co/r81SbA1Nxi https://t.co/vUAg2bpdVW"
2021-01-05 07:46:30,"MZDiK podsumowuje rok w drogownictwie i komunikacji miejskiej: https://t.co/Hfq0r2h1Bn

#radom #radom24 https://t.co/kdwV97FRcs"
